Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Year,PFTR,PHT,PAT,PFTHG,PFTAG
2013-02-09,Sunderland,Arsenal,0.0,1.0,A,2013,A,0.49786628733997157,1.061571125265393,0,1
2013-02-09,Swansea,QPR,4.0,1.0,H,2013,H,1.5931721194879092,0.9878198681416919,1,0
2013-02-09,Tottenham,Newcastle,2.0,1.0,H,2013,H,1.9078947368421053,0.8447871270533022,1,0
2013-02-10,Aston Villa,West Ham,2.0,1.0,H,2013,H,1.2677809388335706,0.6883450664878756,1,0
2013-02-10,Man United,Everton,2.0,0.0,H,2013,H,1.8403271692745378,0.9341825902335457,1,0
2013-02-11,Liverpool,West Brom,0.0,2.0,A,2013,H,1.8776671408250358,0.7509218907140464,1,0
2013-02-17,Liverpool,Swansea,5.0,0.0,H,2013,H,1.4669274537695591,0.6794055201698513,1,0
2013-02-23,Arsenal,Aston Villa,2.0,1.0,H,2013,H,3.426386913229019,1.2336573918873617,3,1
2013-02-23,Fulham,Stoke,1.0,0.0,H,2013,H,1.1450924608819346,0.8716057660073753,1,0
2013-02-23,Norwich,Everton,2.0,1.0,H,2013,H,1.0224039829302987,0.9833500949826794,1,0
2013-02-23,QPR,Man United,0.0,2.0,A,2013,A,0.5547652916073968,2.5656497932729914,0,2
2013-02-23,Reading,Wigan,0.0,3.0,A,2013,D,1.3904694167852063,1.5487763995977206,1,1
2013-02-23,West Brom,Sunderland,2.0,1.0,H,2013,D,1.9914651493598863,1.1733154542406978,1,1
2013-02-24,Man City,Chelsea,2.0,0.0,H,2013,D,1.6767425320056903,1.139792155548106,1,1
2013-02-24,Newcastle,Southampton,4.0,2.0,H,2013,D,1.5362731152204836,1.5934741311878422,1,1
2013-02-25,West Ham,Tottenham,2.0,3.0,A,2013,D,1.692745376955903,1.8191976757179573,1,1
2013-03-02,Chelsea,West Brom,1.0,0.0,H,2013,H,2.3328591749644385,0.7509218907140464,2,0
2013-03-02,Everton,Reading,3.0,1.0,H,2013,H,2.3470839260312943,0.7598614370320707,2,0
2013-03-02,Man United,Norwich,4.0,0.0,H,2013,H,3.04054054054054,0.6794055201698513,3,0
2013-03-02,Southampton,QPR,1.0,2.0,A,2013,H,1.4793741109530585,0.9118337244384849,1,0
2013-03-02,Stoke,West Ham,0.0,1.0,A,2013,H,1.1575391180654342,0.5408425522404738,1,0
2013-03-02,Sunderland,Fulham,2.0,2.0,D,2013,H,1.0668563300142246,0.9341825902335457,1,0
2013-03-02,Swansea,Newcastle,1.0,0.0,H,2013,D,1.8421052631578947,1.2202480724103253,1,1
2013-03-02,Wigan,Liverpool,0.0,4.0,A,2013,A,1.2482219061166429,3.3121019108280256,1,3
2013-03-03,Tottenham,Arsenal,2.0,1.0,H,2013,A,0.7219061166429588,1.0056989607777407,0,1
2013-03-04,Aston Villa,Man City,0.0,1.0,A,2013,A,0.7770270270270271,1.564420605654263,0,1
2013-03-09,Norwich,Southampton,0.0,0.0,D,2013,D,1.600284495021337,1.0280478265728012,1,1
2013-03-09,QPR,Sunderland,3.0,1.0,H,2013,A,0.8090327169274538,1.314113308749581,0,1
2013-03-09,Reading,Aston Villa,1.0,2.0,A,2013,D,1.6767425320056903,1.7700301709688235,1,1
2013-03-09,West Brom,Swansea,2.0,1.0,H,2013,D,1.422475106685633,1.061571125265393,1,1
2013-03-10,Liverpool,Tottenham,3.0,2.0,H,2013,D,1.6429587482219061,1.3230528550676055,1,1
2013-03-10,Newcastle,Stoke,2.0,1.0,H,2013,D,0.9815078236130867,0.9006592915409543,0,0
2013-03-16,Aston Villa,QPR,3.0,2.0,H,2013,D,1.3086770981507825,1.0638060118448989,1,1
2013-03-16,Everton,Man City,2.0,0.0,H,2013,H,1.114864864864865,0.9498267962900886,1,0
2013-03-16,Man United,Reading,1.0,0.0,H,2013,H,3.200568990042674,0.8492569002123141,3,0
2013-03-16,Southampton,Liverpool,3.0,1.0,H,2013,A,1.2482219061166429,2.038216560509554,1,2
2013-03-16,Stoke,West Brom,0.0,0.0,D,2013,D,1.1948790896159318,1.0325175997318137,1,1
2013-03-16,Swansea,Arsenal,0.0,2.0,A,2013,A,0.6970128022759602,1.4526762766789587,0,1
2013-03-17,Chelsea,West Ham,2.0,0.0,H,2013,H,2.2599573257467998,0.3933400379930719,2,0
2013-03-17,Sunderland,Norwich,1.0,1.0,D,2013,H,1.3513513513513513,0.6794055201698513,1,0
2013-03-17,Tottenham,Fulham,0.0,1.0,A,2013,H,1.5469416785206263,0.8850150854844115,1,0
2013-03-17,Wigan,Newcastle,2.0,1.0,H,2013,D,1.7105263157894737,1.8303721086154883,1,1
2013-03-30,Arsenal,Reading,4.0,1.0,H,2013,H,3.342816500711238,1.0280478265728012,3,1
2013-03-30,Everton,Stoke,1.0,0.0,H,2013,H,1.3495732574679946,0.49390993407084594,1,0
2013-03-30,Man City,Newcastle,4.0,0.0,H,2013,H,2.697368421052632,0.7039892725444186,2,0
2013-03-30,Southampton,Chelsea,2.0,1.0,H,2013,D,1.0633001422475108,1.8236674488769697,1,1
2013-03-30,Sunderland,Man United,0.0,1.0,A,2013,A,0.8534850640113796,1.7409766454352442,0,1
2013-03-30,Swansea,Tottenham,1.0,2.0,A,2013,A,1.3940256045519204,2.1499608894848588,1,2
2013-03-30,West Ham,West Brom,3.0,1.0,H,2013,D,1.934566145092461,1.0325175997318137,1,1
2013-03-30,Wigan,Norwich,1.0,0.0,H,2013,D,1.7567567567567566,1.3945692256118,1,1
2013-03-31,Aston Villa,Liverpool,1.0,2.0,A,2013,A,1.1041963015647227,2.3779193205944797,1,2
2013-04-01,Fulham,QPR,3.0,2.0,H,2013,D,1.5931721194879092,1.139792155548106,1,1
2013-04-06,Norwich,Swansea,2.0,2.0,D,2013,H,1.1113086770981508,0.8492569002123141,1,0
2013-04-06,Reading,Southampton,0.0,2.0,A,2013,D,1.4722617354196303,1.6962789138451226,1,1
2013-04-06,Stoke,Aston Villa,1.0,3.0,A,2013,D,1.5309388335704128,1.1800201139792155,1,1
2013-04-06,West Brom,Arsenal,1.0,2.0,A,2013,A,0.7965860597439546,1.3968041121913068,0,1
2013-04-07,Chelsea,Sunderland,2.0,1.0,H,2013,H,2.5515647226173543,0.7509218907140464,2,0
2013-04-07,Liverpool,West Ham,0.0,0.0,D,2013,H,1.8189900426742533,0.3933400379930719,1,0
2013-04-07,Newcastle,Fulham,1.0,0.0,H,2013,D,1.2802275960170697,1.5241926472231535,1,1
2013-04-07,QPR,Wigan,1.0,1.0,D,2013,A,0.7859174964438121,1.314113308749581,0,1
2013-04-07,Tottenham,Everton,2.0,2.0,D,2013,H,1.1859886201991465,0.8850150854844115,1,0
2013-04-08,Man United,Man City,1.0,2.0,A,2013,D,1.52027027027027,1.061571125265393,1,1
2013-04-13,Arsenal,Norwich,3.0,1.0,H,2013,H,3.175675675675676,0.822438261258241,3,0
2013-04-13,Aston Villa,Fulham,1.0,1.0,D,2013,D,1.2268847795163587,1.3766901329757513,1,1
2013-04-13,Everton,QPR,2.0,0.0,H,2013,H,1.8776671408250358,0.6458822214772602,1,0
2013-04-13,Reading,Liverpool,0.0,0.0,D,2013,A,1.1041963015647227,2.802547770700637,1,2
2013-04-13,Southampton,West Ham,1.0,1.0,D,2013,H,1.4331436699857754,0.5900100569896077,1,0
2013-04-14,Newcastle,Sunderland,0.0,3.0,A,2013,D,1.4935988620199145,1.4549111632584648,1,1
2013-04-14,Stoke,Man United,0.0,2.0,A,2013,A,0.8961593172119489,2.015867694714493,0,2
2013-04-16,Arsenal,Everton,0.0,0.0,D,2013,D,1.9221194879089618,1.1308526092300817,1,1
2013-04-17,Fulham,Chelsea,0.0,3.0,A,2013,A,1.1450924608819346,2.279584311096212,1,2
2013-04-17,Man City,Wigan,1.0,0.0,H,2013,H,2.4786628733997156,0.7039892725444186,2,0
2013-04-17,West Ham,Man United,2.0,2.0,D,2013,A,1.4509246088193455,2.015867694714493,1,2
2013-04-20,Fulham,Arsenal,0.0,1.0,A,2013,A,0.6970128022759602,1.6761649346295682,0,1
2013-04-20,Norwich,Reading,2.0,1.0,H,2013,H,1.7780938833570412,0.8939546318024358,1,0
2013-04-20,QPR,Stoke,0.0,2.0,A,2013,D,0.5316500711237554,0.8134987149402166,0,0
2013-04-20,Sunderland,Everton,1.0,0.0,H,2013,D,0.8179231863442391,0.9341825902335457,0,0
2013-04-20,Swansea,Southampton,0.0,0.0,D,2013,D,1.7923186344238977,1.336462174544642,1,1
2013-04-20,West Brom,Newcastle,1.0,1.0,D,2013,H,2.1052631578947367,1.1733154542406978,2,1
2013-04-20,West Ham,Wigan,2.0,0.0,H,2013,H,2.0554765291607398,1.0325175997318137,2,1
2013-04-21,Liverpool,Chelsea,2.0,2.0,D,2013,D,1.3495732574679946,1.215778299251313,1,1
2013-04-21,Tottenham,Man City,3.0,1.0,H,2013,A,0.9797297297297298,1.0056989607777407,0,1
2013-04-22,Man United,Aston Villa,3.0,0.0,H,2013,H,3.2805832147937415,1.019108280254777,3,1
2013-04-27,Everton,Fulham,1.0,0.0,H,2013,H,1.760312944523471,0.8358475807352778,1,0
2013-04-27,Man City,West Ham,2.0,1.0,H,2013,H,2.2599573257467998,0.3687562856185049,2,0
2013-04-27,Newcastle,Liverpool,0.0,6.0,A,2013,A,1.1522048364153628,2.632696390658174,1,2
2013-04-27,Southampton,West Brom,0.0,3.0,A,2013,D,1.4793741109530585,1.1263828360710695,1,1
2013-04-27,Stoke,Norwich,1.0,0.0,H,2013,H,1.418918918918919,0.7866800759861438,1,0
2013-04-27,Wigan,Tottenham,2.0,2.0,D,2013,A,1.294452347083926,3.224941334227288,1,3
2013-04-28,Arsenal,Man United,1.0,1.0,D,2013,D,2.0056899004267428,2.107498044474243,2,2
2013-04-28,Chelsea,Swansea,2.0,0.0,H,2013,H,1.8225462304409676,0.6794055201698513,1,0
2013-04-28,Reading,QPR,0.0,0.0,D,2013,D,1.3086770981507825,1.2537713711029168,1,1
2013-04-29,Aston Villa,Sunderland,6.0,1.0,H,2013,D,1.4313655761024182,1.314113308749581,1,1
2013-05-04,Fulham,Reading,2.0,4.0,A,2013,D,1.9914651493598863,1.340931947703654,1,1
2013-05-04,Norwich,Aston Villa,1.0,2.0,A,2013,D,1.8225462304409676,1.072745558162923,1,1
2013-05-04,QPR,Arsenal,0.0,1.0,A,2013,A,0.3236130867709815,1.564420605654263,0,1
2013-05-04,Swansea,Man City,0.0,0.0,D,2013,A,0.9459459459459459,1.4526762766789587,0,1
2013-05-04,Tottenham,Southampton,1.0,0.0,H,2013,H,1.856330014224751,0.9252430439155211,1,0
2013-05-04,West Brom,Wigan,2.0,3.0,A,2013,D,1.934566145092461,1.1733154542406978,1,1
2013-05-04,West Ham,Newcastle,0.0,0.0,D,2013,H,2.236842105263158,1.0325175997318137,2,1
2013-05-05,Liverpool,Everton,0.0,0.0,D,2013,H,1.3495732574679946,0.7866800759861438,1,0
2013-05-05,Man United,Chelsea,0.0,1.0,A,2013,D,1.8403271692745378,1.4437367303609343,1,1
2013-05-06,Sunderland,Stoke,1.0,1.0,D,2013,D,0.8179231863442391,0.5520169851380042,0,0
2013-05-07,Man City,West Brom,1.0,0.0,H,2013,H,2.3328591749644385,0.7039892725444186,2,0
2013-05-07,Wigan,Swansea,2.0,3.0,A,2013,D,1.1557610241820768,1.6560509554140128,1,1
2013-05-08,Chelsea,Tottenham,2.0,2.0,D,2013,H,2.0412517780938835,1.3230528550676055,2,1
2013-05-11,Aston Villa,Chelsea,1.0,2.0,A,2013,A,0.940611664295875,2.1276120236897977,0,2
2013-05-12,Everton,West Ham,2.0,0.0,H,2013,H,1.8189900426742533,0.4179237903676389,1,0
2013-05-12,Fulham,Liverpool,1.0,3.0,A,2013,A,1.3442389758179232,2.547770700636943,1,2
2013-05-12,Man United,Swansea,2.0,1.0,H,2013,H,2.000355618776671,0.8067940552016986,2,0
2013-05-12,Norwich,West Brom,4.0,0.0,H,2013,H,1.422475106685633,0.9386523633925578,1,0
2013-05-12,QPR,Newcastle,1.0,2.0,A,2013,A,0.8552631578947368,1.314113308749581,0,1
2013-05-12,Stoke,Tottenham,1.0,2.0,A,2013,D,1.0455192034139404,1.8191976757179573,1,1
2013-05-12,Sunderland,Southampton,1.0,1.0,D,2013,H,1.2802275960170697,0.9766454352441614,1,0
2013-05-14,Arsenal,Wigan,4.0,1.0,H,2013,H,2.841394025604552,1.0794502179014416,2,1
2013-05-14,Reading,Man City,0.0,2.0,A,2013,A,0.7770270270270271,1.8437814280925247,0,1
2013-05-19,Chelsea,Everton,2.0,1.0,H,2013,H,1.6767425320056903,0.7866800759861438,1,0
2013-05-19,Liverpool,QPR,1.0,0.0,H,2013,H,1.8776671408250358,0.6078891496256565,1,0
2013-05-19,Man City,Norwich,2.0,3.0,A,2013,H,2.7702702702702706,0.5363727790814616,2,0
2013-05-19,Newcastle,Arsenal,0.0,1.0,A,2013,A,0.5974395448079658,1.73203709911722,0,1
2013-05-19,Southampton,Stoke,1.0,1.0,D,2013,H,1.0633001422475108,0.6972846128059,1,0
2013-05-19,Swansea,Fulham,0.0,3.0,A,2013,D,1.4935988620199148,1.2783551234774835,1,1
2013-05-19,Tottenham,Sunderland,1.0,0.0,H,2013,H,1.804765291607397,0.8447871270533022,1,0
2013-05-19,West Brom,Man United,5.0,5.0,D,2013,A,1.3655761024182076,2.290758743993743,1,2
2013-05-19,West Ham,Reading,4.0,2.0,H,2013,H,2.418207681365576,0.9833500949826794,2,0
2013-05-19,Wigan,Aston Villa,2.0,2.0,D,2013,A,1.8954480796586064,2.0918538384177006,1,2
