Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Year,AST,AS,HST,HS,Hg,Ag,PFTAG,PFTHG,MHT,MAT,PFTR
2001-12-26,Arsenal,Chelsea,2.0,1.0,H,2001,3.0,9.0,7.0,11.0,0,5,0,1,1.8351047960512783,0.7371672929505385,H
2001-12-26,Aston Villa,Liverpool,1.0,2.0,A,2001,6.0,12.0,5.0,10.0,1,12,1,1,1.297814759969186,1.530113110774018,D
2001-12-26,Blackburn,Sunderland,0.0,3.0,A,2001,7.0,13.0,3.0,7.0,2,17,1,0,0.8096038848422197,1.7944283833818442,A
2001-12-26,Bolton,Leeds,0.0,3.0,A,2001,5.0,8.0,2.0,17.0,3,10,1,0,0.28329327178672375,1.459430837834314,A
2001-12-26,Everton,Man United,0.0,2.0,A,2001,7.0,11.0,5.0,10.0,7,13,1,1,1.297814759969186,1.923517049827258,D
2001-12-26,Fulham,Charlton,0.0,0.0,D,2001,3.0,8.0,4.0,10.0,8,4,0,1,1.01689995168935,0.8017116261732451,H
2001-12-26,Ipswich,Leicester,2.0,0.0,H,2001,1.0,3.0,6.0,12.0,9,11,0,1,1.5296504072938713,0.46671408062571174,H
2001-12-26,Newcastle,Middlesbrough,3.0,0.0,H,2001,2.0,5.0,9.0,18.0,15,14,0,2,2.225157349267968,0.6664850200108319,H
2001-12-26,Southampton,Tottenham,1.0,0.0,H,2001,6.0,10.0,5.0,6.0,16,18,1,1,1.39597308187945,1.659201777219431,D
2001-12-26,West Ham,Derby,4.0,0.0,H,2001,3.0,6.0,9.0,14.0,19,6,0,2,2.3233156711782383,0.9308002926186583,H
2001-12-29,Arsenal,Middlesbrough,2.0,1.0,H,2001,2.0,3.0,6.0,16.0,0,14,0,1,1.431492085383611,0.7955736864562446,H
2001-12-29,Aston Villa,Tottenham,1.0,1.0,D,2001,4.0,7.0,7.0,12.0,1,18,1,1,1.8105652155737069,1.1951155652264838,D
2001-12-29,Blackburn,Derby,0.0,1.0,A,2001,5.0,7.0,5.0,16.0,2,6,1,1,1.1505772771037812,1.5239751710570206,D
2001-12-29,Bolton,Leicester,2.0,2.0,D,2001,8.0,14.0,3.0,5.0,3,11,2,0,0.8586830457973537,2.0587436559896717,A
2001-12-29,Everton,Charlton,0.0,3.0,A,2001,4.0,8.0,3.0,7.0,7,4,1,0,0.8096038848422197,1.1305712320037782,A
2001-12-29,Ipswich,Sunderland,5.0,0.0,H,2001,3.0,10.0,8.0,13.0,9,17,0,2,2.0669404433759713,0.6726229597278316,H
2001-12-29,Newcastle,Chelsea,1.0,2.0,A,2001,8.0,12.0,7.0,10.0,15,5,2,1,1.859644376528848,2.1878323224350877,A
2001-12-29,Southampton,Leeds,0.0,1.0,A,2001,7.0,13.0,6.0,12.0,16,10,1,1,1.5296504072938713,1.7944283833818442,D
2001-12-29,West Ham,Liverpool,1.0,1.0,D,2001,8.0,12.0,8.0,17.0,19,12,2,1,1.9687821214657089,2.1878323224350877,A
2001-12-30,Fulham,Man United,2.0,3.0,A,2001,10.0,19.0,9.0,17.0,8,13,2,2,2.249696929745537,2.3937412015372144,D
2002-01-01,Charlton,Ipswich,3.0,2.0,H,2002,4.0,6.0,8.0,13.0,4,9,1,2,2.0669404433759713,1.2596598984491896,H
2002-01-01,Chelsea,Southampton,2.0,4.0,A,2002,5.0,8.0,6.0,13.0,5,16,1,1,1.5051108268163111,1.459430837834314,D
2002-01-01,Leeds,West Ham,3.0,0.0,H,2002,4.0,9.0,11.0,12.0,10,19,1,2,2.934224448693033,1.0660268987810715,H
2002-01-01,Liverpool,Bolton,1.0,1.0,D,2002,6.0,7.0,5.0,15.0,12,3,1,1,1.175116857581347,1.8528347768875515,D
2002-01-01,Middlesbrough,Everton,1.0,0.0,H,2002,3.0,11.0,4.0,10.0,14,7,0,1,1.01689995168935,0.6080786265051265,H
2002-01-01,Sunderland,Aston Villa,1.0,1.0,D,2002,4.0,8.0,11.0,18.0,17,1,1,2,2.7869869658276354,1.1305712320037782,H
2002-01-01,Tottenham,Blackburn,1.0,0.0,H,2002,7.0,11.0,7.0,12.0,18,2,1,1,1.8105652155737069,1.923517049827258,D
2002-01-02,Derby,Fulham,0.0,1.0,A,2002,4.0,8.0,0.0,10.0,6,8,1,0,-0.10675928142997368,1.1305712320037782,A
2002-01-02,Man United,Newcastle,3.0,1.0,H,2002,6.0,11.0,7.0,11.0,13,15,1,1,1.8351047960512783,1.5946574439967254,D
2002-01-09,Southampton,Liverpool,2.0,0.0,H,2002,4.0,7.0,7.0,9.0,16,12,1,1,1.8841839570064098,1.1951155652264838,D
2002-01-12,Aston Villa,Derby,2.0,1.0,H,2002,1.0,3.0,5.0,9.0,1,6,0,1,1.3223543404467497,0.46671408062571174,H
2002-01-12,Blackburn,Charlton,4.0,1.0,H,2002,6.0,9.0,11.0,18.0,2,4,1,2,2.7869869658276354,1.7237461104421377,H
2002-01-12,Bolton,Chelsea,2.0,2.0,D,2002,4.0,9.0,5.0,11.0,3,5,1,1,1.2732751794916173,1.0660268987810715,D
2002-01-12,Everton,Sunderland,1.0,0.0,H,2002,1.0,6.0,5.0,9.0,7,17,0,1,1.3223543404467497,0.2730810809575913,H
2002-01-12,Fulham,Middlesbrough,2.0,1.0,H,2002,4.0,8.0,11.0,19.0,8,14,1,2,2.762447385350064,1.1305712320037782,H
2002-01-12,Ipswich,Tottenham,2.0,1.0,H,2002,6.0,11.0,5.0,8.0,9,18,1,1,1.3468939209243183,1.5946574439967254,D
2002-01-12,Newcastle,Leeds,3.0,1.0,H,2002,6.0,8.0,8.0,16.0,15,10,1,1,1.993321701943271,1.7882904436648441,D
2002-01-12,West Ham,Leicester,1.0,0.0,H,2002,3.0,5.0,7.0,11.0,19,11,0,1,1.8351047960512783,0.9953446258413652,H
2002-01-13,Arsenal,Liverpool,1.0,1.0,D,2002,2.0,5.0,4.0,11.0,0,12,0,0,0.9923603712117816,0.6664850200108319,D
2002-01-13,Southampton,Man United,1.0,3.0,A,2002,7.0,11.0,4.0,12.0,16,13,1,0,0.96782079073421,1.923517049827258,A
2002-01-19,Derby,Ipswich,1.0,3.0,A,2002,5.0,13.0,5.0,13.0,6,9,1,1,1.224196018536483,1.1367091717207791,D
2002-01-19,Leicester,Newcastle,0.0,0.0,D,2002,3.0,9.0,4.0,8.0,11,15,0,1,1.0659791126444829,0.7371672929505385,H
2002-01-19,Liverpool,Southampton,1.0,1.0,D,2002,2.0,6.0,5.0,9.0,12,16,0,1,1.3223543404467497,0.6019406867881252,H
2002-01-19,Man United,Blackburn,2.0,1.0,H,2002,4.0,10.0,6.0,16.0,13,2,1,1,1.431492085383611,1.001482565558366,D
2002-01-19,Middlesbrough,Bolton,1.0,1.0,D,2002,4.0,7.0,3.0,11.0,14,3,1,0,0.7114455629319507,1.1951155652264838,A
2002-01-19,Sunderland,Fulham,1.0,1.0,D,2002,2.0,9.0,8.0,16.0,17,8,0,1,1.993321701943271,0.4083076871200054,H
2002-01-19,Tottenham,Everton,1.0,1.0,D,2002,2.0,4.0,4.0,12.0,18,7,0,0,0.96782079073421,0.731029353233537,D
2002-01-20,Chelsea,West Ham,5.0,1.0,H,2002,4.0,5.0,15.0,22.0,5,19,1,3,3.8124878770366912,1.324204231671899,H
2002-01-20,Leeds,Arsenal,1.0,1.0,D,2002,6.0,9.0,1.0,6.0,10,0,1,0,0.27231384876012243,1.7237461104421377,A
2002-01-21,Charlton,Aston Villa,1.0,2.0,A,2002,3.0,7.0,5.0,9.0,4,1,0,1,1.3223543404467497,0.8662559593959506,H
2002-01-22,Man United,Liverpool,0.0,1.0,A,2002,5.0,9.0,3.0,12.0,13,12,1,0,0.6869059824543803,1.394886504611607,A
2002-01-23,Leicester,Arsenal,1.0,3.0,A,2002,8.0,13.0,2.0,3.0,11,0,2,0,0.6268473984726572,2.123287989212379,A
2002-01-29,Bolton,Man United,0.0,4.0,A,2002,12.0,21.0,4.0,15.0,3,13,2,0,0.894202049301511,2.9223717467528583,A
2002-01-29,Charlton,Derby,1.0,0.0,H,2002,2.0,3.0,3.0,11.0,4,6,0,0,0.7114455629319507,0.7955736864562446,D
2002-01-29,Sunderland,Middlesbrough,0.0,1.0,A,2002,2.0,6.0,8.0,18.0,17,14,0,1,1.9442425409881403,0.6019406867881252,H
2002-01-30,Aston Villa,Everton,0.0,0.0,D,2002,0.0,6.0,2.0,8.0,1,7,0,0,0.5041494960848231,-0.05577852487294169,D
2002-01-30,Blackburn,Arsenal,2.0,3.0,A,2002,5.0,9.0,4.0,10.0,2,0,1,1,1.01689995168935,1.394886504611607,D
2002-01-30,Chelsea,Leeds,2.0,0.0,H,2002,4.0,6.0,3.0,14.0,5,10,1,0,0.6378268214992503,1.2596598984491896,A
2002-01-30,Ipswich,Fulham,1.0,0.0,H,2002,3.0,7.0,8.0,13.0,9,8,0,2,2.0669404433759713,0.8662559593959506,H
2002-01-30,Liverpool,Leicester,1.0,0.0,H,2002,0.0,3.0,4.0,11.0,12,11,0,0,0.9923603712117816,0.1378544747951784,D
2002-01-30,Southampton,West Ham,2.0,0.0,H,2002,4.0,11.0,8.0,10.0,16,19,0,2,2.140559184808678,0.9369382323356588,H
2002-01-30,Tottenham,Newcastle,1.0,3.0,A,2002,4.0,10.0,6.0,8.0,18,15,1,1,1.6278087292041477,1.001482565558366,D
2002-02-02,Arsenal,Southampton,1.0,1.0,D,2002,1.0,4.0,4.0,14.0,0,16,0,0,0.9187416297790816,0.40216974740300493,D
2002-02-02,Derby,Tottenham,1.0,0.0,H,2002,3.0,7.0,7.0,12.0,6,18,0,1,1.8105652155737069,0.8662559593959506,H
2002-02-02,Everton,Ipswich,1.0,2.0,A,2002,3.0,5.0,4.0,9.0,7,9,0,1,1.0414395321669154,0.9953446258413652,H
2002-02-02,Fulham,Aston Villa,0.0,0.0,D,2002,9.0,15.0,3.0,9.0,8,1,2,0,0.7605247238870845,2.3230589285975003,A
2002-02-02,Leicester,Chelsea,2.0,3.0,A,2002,5.0,9.0,9.0,16.0,11,5,1,2,2.274236510223103,1.394886504611607,H
2002-02-02,Man United,Sunderland,4.0,1.0,H,2002,3.0,6.0,8.0,18.0,13,17,0,1,1.9442425409881403,0.9308002926186583,H
2002-02-02,Newcastle,Bolton,3.0,2.0,H,2002,6.0,10.0,6.0,10.0,15,3,1,1,1.5787295682490152,1.659201777219431,D
2002-02-02,West Ham,Blackburn,2.0,0.0,H,2002,2.0,14.0,6.0,13.0,19,2,0,1,1.5051108268163111,0.08558602100647214,H
2002-02-03,Leeds,Liverpool,0.0,4.0,A,2002,7.0,11.0,5.0,13.0,10,12,1,1,1.224196018536483,1.923517049827258,D
2002-02-03,Middlesbrough,Charlton,0.0,0.0,D,2002,2.0,8.0,3.0,7.0,14,4,0,0,0.8096038848422197,0.4728520203427117,D
2002-02-09,Aston Villa,Chelsea,1.0,1.0,D,2002,3.0,9.0,3.0,7.0,1,5,0,0,0.8096038848422197,0.7371672929505385,D
2002-02-09,Bolton,West Ham,1.0,0.0,H,2002,2.0,9.0,3.0,4.0,3,19,0,0,0.8832226262749194,0.4083076871200054,D
2002-02-09,Derby,Sunderland,0.0,1.0,A,2002,4.0,8.0,4.0,9.0,6,17,1,1,1.0414395321669154,1.1305712320037782,D
2002-02-09,Fulham,Blackburn,2.0,0.0,H,2002,6.0,10.0,8.0,13.0,8,2,1,2,2.0669404433759713,1.659201777219431,H
2002-02-09,Ipswich,Liverpool,0.0,6.0,A,2002,11.0,14.0,2.0,4.0,9,12,3,0,0.6023078179950926,3.0453224734812694,A
2002-02-09,Middlesbrough,Leeds,2.0,2.0,D,2002,6.0,10.0,5.0,10.0,14,10,1,1,1.297814759969186,1.659201777219431,D
2002-02-09,Newcastle,Southampton,3.0,1.0,H,2002,4.0,11.0,10.0,16.0,15,16,0,2,2.5551513185029338,0.9369382323356588,H
2002-02-09,Tottenham,Leicester,2.0,1.0,H,2002,6.0,7.0,4.0,12.0,18,11,1,0,0.96782079073421,1.8528347768875515,A
2002-02-10,Charlton,Man United,0.0,2.0,A,2002,5.0,10.0,1.0,9.0,4,13,1,0,0.19869510732742315,1.3303421713888994,A
2002-02-10,Everton,Arsenal,0.0,1.0,A,2002,3.0,6.0,2.0,6.0,7,0,0,0,0.5532286570399548,0.9308002926186583,D
2002-02-19,Middlesbrough,Fulham,2.0,1.0,H,2002,5.0,10.0,5.0,11.0,14,8,1,1,1.2732751794916173,1.3303421713888994,D
2002-02-23,Arsenal,Fulham,4.0,1.0,H,2002,5.0,6.0,10.0,16.0,0,8,1,2,2.5551513185029338,1.5885195042797275,H
2002-02-23,Leicester,Derby,0.0,3.0,A,2002,4.0,5.0,3.0,6.0,11,6,1,0,0.8341434653197837,1.324204231671899,A
2002-02-23,Liverpool,Everton,1.0,1.0,D,2002,3.0,6.0,5.0,13.0,12,7,0,1,1.224196018536483,0.9308002926186583,H
2002-02-23,Man United,Aston Villa,1.0,0.0,H,2002,2.0,4.0,4.0,14.0,13,1,0,0,0.9187416297790816,0.731029353233537,D
2002-02-23,Southampton,Bolton,0.0,0.0,D,2002,2.0,4.0,2.0,8.0,16,3,0,0,0.5041494960848231,0.731029353233537,D
2002-02-23,West Ham,Middlesbrough,1.0,0.0,H,2002,4.0,7.0,8.0,12.0,19,14,1,2,2.091480023853539,1.1951155652264838,H
2002-02-24,Leeds,Charlton,0.0,0.0,D,2002,2.0,9.0,2.0,14.0,10,4,0,0,0.3569120132194219,0.4083076871200054,D
2002-02-24,Sunderland,Newcastle,0.0,1.0,A,2002,5.0,13.0,4.0,11.0,17,15,1,0,0.9923603712117816,1.1367091717207791,A
2002-03-02,Aston Villa,West Ham,2.0,1.0,H,2002,3.0,4.0,7.0,10.0,1,19,1,1,1.859644376528848,1.0598889590640714,D
2002-03-02,Bolton,Blackburn,1.0,1.0,D,2002,3.0,6.0,5.0,11.0,3,2,0,1,1.2732751794916173,0.9308002926186583,H
2002-03-02,Charlton,Chelsea,2.0,1.0,H,2002,2.0,4.0,6.0,9.0,4,5,0,1,1.60326914872658,0.731029353233537,H
2002-03-02,Fulham,Liverpool,0.0,2.0,A,2002,4.0,10.0,5.0,11.0,8,12,1,1,1.2732751794916173,1.001482565558366,D
2002-03-02,Ipswich,Southampton,1.0,3.0,A,2002,4.0,5.0,4.0,8.0,9,16,1,1,1.0659791126444829,1.324204231671899,D
2002-03-02,Middlesbrough,Leicester,1.0,0.0,H,2002,1.0,6.0,7.0,11.0,14,11,0,1,1.8351047960512783,0.2730810809575913,H
2002-03-02,Newcastle,Arsenal,0.0,2.0,A,2002,6.0,9.0,6.0,13.0,15,0,1,1,1.5051108268163111,1.7237461104421377,D
2002-03-02,Tottenham,Sunderland,2.0,1.0,H,2002,2.0,7.0,7.0,17.0,18,17,0,1,1.6878673131858775,0.5373963535654185,H
2002-03-03,Derby,Man United,2.0,2.0,D,2002,9.0,22.0,7.0,12.0,6,13,1,1,1.8105652155737069,1.8712485960385583,D
2002-03-03,Everton,Leeds,0.0,0.0,D,2002,3.0,7.0,7.0,12.0,7,10,0,1,1.8105652155737069,0.8662559593959506,H
2002-03-05,Arsenal,Derby,1.0,0.0,H,2002,0.0,0.0,8.0,17.0,0,6,0,1,1.9687821214657089,0.3314874744632988,H
2002-03-05,Blackburn,Aston Villa,3.0,0.0,H,2002,4.0,6.0,9.0,21.0,2,1,1,2,2.1515386078352643,1.2596598984491896,H
2002-03-05,Sunderland,Bolton,1.0,0.0,H,2002,4.0,10.0,4.0,11.0,17,3,1,0,0.9923603712117816,1.001482565558366,A
2002-03-06,Chelsea,Fulham,3.0,2.0,H,2002,6.0,12.0,8.0,14.0,5,8,1,2,2.042400862898408,1.530113110774018,H
2002-03-06,Leeds,Ipswich,2.0,0.0,H,2002,3.0,9.0,7.0,11.0,10,9,0,1,1.8351047960512783,0.7371672929505385,H
2002-03-06,Liverpool,Newcastle,3.0,0.0,H,2002,2.0,11.0,11.0,23.0,12,15,0,2,2.6642890634397953,0.27921902067459303,H
2002-03-06,Man United,Tottenham,4.0,0.0,H,2002,2.0,7.0,14.0,25.0,13,18,0,3,3.4579543273241553,0.5373963535654185,H
2002-03-06,Southampton,Middlesbrough,1.0,1.0,D,2002,1.0,4.0,4.0,9.0,16,14,0,1,1.0414395321669154,0.40216974740300493,H
2002-03-06,West Ham,Everton,1.0,0.0,H,2002,2.0,6.0,6.0,16.0,19,7,0,1,1.431492085383611,0.6019406867881252,H
2002-03-09,Leicester,Charlton,1.0,1.0,D,2002,6.0,11.0,5.0,10.0,11,4,1,1,1.297814759969186,1.5946574439967254,D
2002-03-13,Blackburn,Ipswich,2.0,1.0,H,2002,3.0,6.0,7.0,11.0,2,9,0,1,1.8351047960512783,0.9308002926186583,H
2002-03-13,Chelsea,Tottenham,4.0,0.0,H,2002,0.0,5.0,13.0,24.0,5,18,0,3,3.2015790995218794,0.008765808349765331,H
2002-03-16,Bolton,Derby,1.0,3.0,A,2002,2.0,3.0,2.0,6.0,3,6,0,0,0.5532286570399548,0.7955736864562446,D
2002-03-16,Chelsea,Sunderland,4.0,0.0,H,2002,3.0,8.0,7.0,12.0,5,17,0,1,1.8105652155737069,0.8017116261732451,H
2002-03-16,Everton,Fulham,2.0,1.0,H,2002,5.0,11.0,2.0,5.0,7,8,1,0,0.5777682375175247,1.265797838166195,A
2002-03-16,Middlesbrough,Liverpool,1.0,2.0,A,2002,7.0,8.0,5.0,15.0,14,12,2,1,1.175116857581347,2.117150049495378,A
2002-03-16,Newcastle,Ipswich,2.0,2.0,D,2002,4.0,7.0,8.0,20.0,15,9,1,1,1.8951633800330105,1.1951155652264838,D
2002-03-16,Southampton,Leicester,2.0,2.0,D,2002,4.0,6.0,5.0,9.0,16,11,1,1,1.3223543404467497,1.2596598984491896,D
2002-03-16,West Ham,Man United,3.0,5.0,A,2002,9.0,14.0,3.0,10.0,19,13,2,0,0.7359851434095198,2.3876032618202094,A
2002-03-17,Aston Villa,Arsenal,1.0,2.0,A,2002,3.0,6.0,3.0,8.0,1,0,0,0,0.7850643043646521,0.9308002926186583,D
2002-03-17,Leeds,Blackburn,3.0,1.0,H,2002,8.0,15.0,8.0,18.0,10,2,1,1,1.9442425409881403,1.9941993227669688,D
2002-03-18,Tottenham,Charlton,0.0,1.0,A,2002,4.0,10.0,5.0,13.0,18,4,1,1,1.224196018536483,1.001482565558366,D
2002-03-23,Charlton,Bolton,1.0,2.0,A,2002,4.0,6.0,4.0,6.0,4,3,1,1,1.1150582735996137,1.2596598984491896,D
2002-03-23,Derby,Everton,3.0,4.0,A,2002,7.0,8.0,4.0,12.0,6,7,2,0,0.96782079073421,2.117150049495378,A
2002-03-23,Ipswich,Aston Villa,0.0,0.0,D,2002,2.0,6.0,3.0,13.0,9,1,0,0,0.6623664019768161,0.6019406867881252,D
2002-03-23,Leicester,Leeds,0.0,2.0,A,2002,8.0,12.0,5.0,11.0,11,10,2,1,1.2732751794916173,2.1878323224350877,A
2002-03-23,Man United,Middlesbrough,0.0,1.0,A,2002,3.0,5.0,4.0,18.0,13,14,0,0,0.8205833078688124,0.9953446258413652,D
2002-03-23,Sunderland,Southampton,1.0,1.0,D,2002,8.0,14.0,7.0,10.0,17,16,2,1,1.859644376528848,2.0587436559896717,A
2002-03-24,Fulham,Tottenham,0.0,2.0,A,2002,4.0,11.0,3.0,9.0,8,18,0,0,0.7605247238870845,0.9369382323356588,D
2002-03-24,Liverpool,Chelsea,1.0,0.0,H,2002,1.0,10.0,4.0,8.0,12,5,0,1,1.0659791126444829,0.01490374806676558,H
2002-03-29,Newcastle,Everton,6.0,2.0,H,2002,4.0,7.0,9.0,18.0,15,7,1,2,2.225157349267968,1.1951155652264838,H
2002-03-30,Arsenal,Sunderland,3.0,0.0,H,2002,5.0,13.0,10.0,13.0,0,17,1,2,2.628770059935635,1.1367091717207791,H
2002-03-30,Bolton,Aston Villa,3.0,2.0,H,2002,3.0,9.0,6.0,9.0,3,1,0,1,1.60326914872658,0.7371672929505385,H
2002-03-30,Chelsea,Derby,2.0,1.0,H,2002,1.0,2.0,6.0,13.0,5,6,0,1,1.5051108268163111,0.5312584138484177,H
2002-03-30,Leeds,Man United,3.0,4.0,A,2002,7.0,13.0,11.0,16.0,10,13,1,2,2.8360661267827663,1.7944283833818442,H
2002-03-30,Leicester,Blackburn,2.0,1.0,H,2002,4.0,12.0,6.0,9.0,11,2,0,1,1.60326914872658,0.8723938991129517,H
2002-03-30,Liverpool,Charlton,2.0,0.0,H,2002,1.0,6.0,8.0,14.0,12,4,0,2,2.042400862898408,0.2730810809575913,H
2002-03-30,Middlesbrough,Tottenham,1.0,1.0,D,2002,6.0,10.0,3.0,8.0,14,18,1,0,0.7850643043646521,1.659201777219431,A
2002-03-30,Southampton,Fulham,1.0,1.0,D,2002,2.0,7.0,6.0,11.0,16,8,0,1,1.5541899877714467,0.5373963535654185,H
2002-03-30,West Ham,Ipswich,3.0,1.0,H,2002,5.0,12.0,11.0,18.0,19,9,1,2,2.7869869658276354,1.2012535049434865,H
2002-04-01,Blackburn,Southampton,2.0,0.0,H,2002,2.0,5.0,4.0,7.0,2,16,0,1,1.0905186931220499,0.6664850200108319,H
2002-04-01,Charlton,Arsenal,0.0,3.0,A,2002,8.0,12.0,5.0,5.0,4,0,2,1,1.4205126623570208,2.1878323224350877,A
2002-04-01,Derby,Middlesbrough,0.0,1.0,A,2002,1.0,6.0,4.0,7.0,6,14,0,1,1.0905186931220499,0.2730810809575913,H
2002-04-01,Everton,Bolton,3.0,1.0,H,2002,3.0,12.0,5.0,10.0,7,3,0,1,1.297814759969186,0.5435342932824179,H
2002-04-01,Fulham,West Ham,0.0,1.0,A,2002,2.0,3.0,2.0,10.0,8,19,0,0,0.45507033512969103,0.7955736864562446,D
2002-04-01,Ipswich,Chelsea,0.0,0.0,D,2002,2.0,7.0,5.0,9.0,9,5,0,1,1.3223543404467497,0.5373963535654185,H
2002-04-01,Sunderland,Leicester,2.0,1.0,H,2002,7.0,9.0,9.0,12.0,17,11,2,2,2.372394832133367,2.0526057162726707,D
2002-04-01,Tottenham,Leeds,2.0,1.0,H,2002,8.0,17.0,5.0,8.0,18,10,1,1,1.3468939209243183,1.865110656321554,D
2002-04-02,Aston Villa,Newcastle,1.0,1.0,D,2002,1.0,6.0,7.0,16.0,1,15,0,1,1.7124068936634436,0.2730810809575913,H
2002-04-06,Arsenal,Tottenham,2.0,1.0,H,2002,2.0,2.0,5.0,13.0,0,18,0,1,1.224196018536483,0.8601180196789516,H
2002-04-06,Bolton,Ipswich,4.0,1.0,H,2002,4.0,9.0,5.0,9.0,3,9,1,1,1.3223543404467497,1.0660268987810715,D
2002-04-06,Chelsea,Everton,3.0,0.0,H,2002,6.0,12.0,8.0,19.0,5,7,1,1,1.9197029605105704,1.530113110774018,D
2002-04-06,Leicester,Man United,0.0,1.0,A,2002,4.0,13.0,3.0,13.0,11,13,0,0,0.6623664019768161,0.8078495658902435,D
2002-04-06,Middlesbrough,Aston Villa,2.0,1.0,H,2002,9.0,12.0,3.0,7.0,14,1,2,0,0.8096038848422197,2.516691928265621,A
2002-04-06,Southampton,Derby,2.0,0.0,H,2002,3.0,8.0,5.0,10.0,16,6,0,1,1.297814759969186,0.8017116261732451,H
2002-04-06,West Ham,Charlton,2.0,0.0,H,2002,8.0,18.0,4.0,11.0,19,4,1,0,0.9923603712117816,1.8005663230988485,A
2002-04-07,Leeds,Sunderland,2.0,0.0,H,2002,0.0,8.0,7.0,14.0,10,17,0,1,1.761486054618578,-0.18486719131835466,H
2002-04-08,Newcastle,Fulham,1.0,1.0,D,2002,3.0,5.0,4.0,7.0,15,8,0,1,1.0905186931220499,0.9953446258413652,H
2002-04-10,Blackburn,Chelsea,0.0,0.0,D,2002,2.0,8.0,7.0,15.0,2,5,0,1,1.7369464741410052,0.4728520203427117,H
2002-04-13,Aston Villa,Leeds,0.0,1.0,A,2002,2.0,5.0,5.0,10.0,1,10,0,1,1.297814759969186,0.6664850200108319,H
2002-04-13,Charlton,Southampton,1.0,1.0,D,2002,6.0,10.0,5.0,8.0,4,16,1,1,1.3468939209243183,1.659201777219431,D
2002-04-13,Derby,Newcastle,2.0,3.0,A,2002,9.0,15.0,2.0,6.0,6,15,2,0,0.5532286570399548,2.3230589285975003,A
2002-04-13,Everton,Leicester,2.0,2.0,D,2002,2.0,6.0,8.0,16.0,7,11,0,1,1.993321701943271,0.6019406867881252,H
2002-04-13,Sunderland,Liverpool,0.0,1.0,A,2002,5.0,10.0,5.0,10.0,17,12,1,1,1.297814759969186,1.3303421713888994,D
2002-04-13,Tottenham,West Ham,1.0,1.0,D,2002,5.0,12.0,6.0,16.0,18,19,1,1,1.431492085383611,1.2012535049434865,D
2002-04-20,Bolton,Tottenham,1.0,1.0,D,2002,4.0,10.0,6.0,13.0,3,18,1,1,1.5051108268163111,1.001482565558366,D
2002-04-20,Chelsea,Man United,0.0,3.0,A,2002,5.0,6.0,2.0,7.0,5,13,1,0,0.5286890765623908,1.5885195042797275,A
2002-04-20,Leeds,Fulham,0.0,1.0,A,2002,4.0,7.0,4.0,9.0,10,8,1,1,1.0414395321669154,1.1951155652264838,D
2002-04-20,Leicester,Aston Villa,2.0,2.0,D,2002,11.0,16.0,7.0,10.0,11,1,2,1,1.859644376528848,2.9162338070358627,A
2002-04-20,Liverpool,Derby,2.0,0.0,H,2002,1.0,4.0,5.0,13.0,12,6,0,1,1.224196018536483,0.40216974740300493,H
2002-04-20,Middlesbrough,Blackburn,1.0,3.0,A,2002,5.0,9.0,2.0,8.0,14,2,1,0,0.5041494960848231,1.394886504611607,A
2002-04-20,Newcastle,Charlton,3.0,0.0,H,2002,1.0,4.0,8.0,12.0,15,4,0,2,2.091480023853539,0.40216974740300493,H
2002-04-20,Southampton,Everton,0.0,1.0,A,2002,5.0,7.0,0.0,6.0,16,7,1,0,-0.008600959519709751,1.5239751710570206,A
2002-04-20,West Ham,Sunderland,3.0,0.0,H,2002,5.0,10.0,7.0,16.0,19,17,1,1,1.7124068936634436,1.3303421713888994,D
2002-04-21,Arsenal,Ipswich,2.0,0.0,H,2002,2.0,7.0,8.0,20.0,0,9,0,1,1.8951633800330105,0.5373963535654185,H
2002-04-23,Blackburn,Newcastle,2.0,2.0,D,2002,9.0,21.0,5.0,12.0,2,15,1,1,1.2487355990140458,1.9357929292612597,D
2002-04-23,Fulham,Bolton,3.0,0.0,H,2002,2.0,7.0,7.0,12.0,8,3,0,1,1.8105652155737069,0.5373963535654185,H
2002-04-24,Arsenal,West Ham,2.0,0.0,H,2002,1.0,5.0,9.0,20.0,0,19,0,2,2.1760781883128404,0.33762541418029834,H
2002-04-24,Ipswich,Middlesbrough,1.0,0.0,H,2002,4.0,13.0,7.0,17.0,9,14,0,1,1.6878673131858775,0.8078495658902435,H
2002-04-27,Aston Villa,Southampton,2.0,1.0,H,2002,3.0,7.0,5.0,8.0,1,16,0,1,1.3468939209243183,0.8662559593959506,H
2002-04-27,Charlton,Sunderland,2.0,2.0,D,2002,3.0,6.0,7.0,11.0,4,17,0,1,1.8351047960512783,0.9308002926186583,H
2002-04-27,Derby,Leeds,0.0,1.0,A,2002,4.0,10.0,1.0,9.0,6,10,1,0,0.19869510732742315,1.001482565558366,A
2002-04-27,Fulham,Leicester,0.0,0.0,D,2002,2.0,4.0,2.0,9.0,8,11,0,0,0.4796099156072553,0.731029353233537,D
2002-04-27,Ipswich,Man United,0.0,1.0,A,2002,8.0,16.0,4.0,12.0,9,13,1,0,0.96782079073421,1.92965498954426,A
2002-04-27,Middlesbrough,Chelsea,0.0,2.0,A,2002,8.0,14.0,2.0,10.0,14,5,2,0,0.45507033512969103,2.0587436559896717,A
